Campaign Name,Country,Ad Group Name,Action,Keyword ID,Keyword,Match Type,Status,Bid,Campaign ID,Ad Group ID,Notes
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,онлайн запис клієнтів,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,додаток для запису клієнтів,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,програма для запису клієнтів,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,запис клієнтів,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,календар записів клієнтів,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,календар клієнтів,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,розклад клієнтів,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,календар майстра,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,розклад майстра,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,запис для майстра,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,додаток для майстра,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,crm для майстра,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,crm салону краси,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,програма для салону краси,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,додаток для салону краси,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,онлайн запис для салону,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,онлайн запис для салону краси,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,облік клієнтів салон,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,облік клієнтів,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,база клієнтів,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,база клієнтів майстра,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,журнал запису клієнтів,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,електронний запис клієнтів,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,запис клієнтів онлайн,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,керування записами клієнтів,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,клієнти та записи,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,послуги та записи,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,розклад салону,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,календар салону краси,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,календар для бізнесу,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,додаток для послуг,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,програма для послуг,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,запис на послуги для бізнесу,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,автоматизація салону,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,система запису клієнтів,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,система бронювання клієнтів,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,бронювання клієнтів,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,додаток для бронювання клієнтів,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_CORE_EXACT,CREATE,,програма бронювання клієнтів,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_PROFESSIONS_EXACT,CREATE,,додаток для майстра манікюру,EXACT,ACTIVE,$0.20,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_PROFESSIONS_EXACT,CREATE,,запис клієнтів манікюр,EXACT,ACTIVE,$0.20,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_PROFESSIONS_EXACT,CREATE,,календар майстра манікюру,EXACT,ACTIVE,$0.20,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_PROFESSIONS_EXACT,CREATE,,програма для майстра манікюру,EXACT,ACTIVE,$0.20,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_PROFESSIONS_EXACT,CREATE,,crm для майстра манікюру,EXACT,ACTIVE,$0.20,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_PROFESSIONS_EXACT,CREATE,,додаток для перукаря,EXACT,ACTIVE,$0.20,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_PROFESSIONS_EXACT,CREATE,,календар перукаря,EXACT,ACTIVE,$0.20,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_PROFESSIONS_EXACT,CREATE,,запис клієнтів перукар,EXACT,ACTIVE,$0.20,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_PROFESSIONS_EXACT,CREATE,,програма для перукаря,EXACT,ACTIVE,$0.20,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_PROFESSIONS_EXACT,CREATE,,додаток для барбера,EXACT,ACTIVE,$0.20,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_PROFESSIONS_EXACT,CREATE,,календар барбера,EXACT,ACTIVE,$0.20,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_PROFESSIONS_EXACT,CREATE,,запис клієнтів барбер,EXACT,ACTIVE,$0.20,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_PROFESSIONS_EXACT,CREATE,,програма для барбера,EXACT,ACTIVE,$0.20,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_PROFESSIONS_EXACT,CREATE,,додаток для косметолога,EXACT,ACTIVE,$0.20,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_PROFESSIONS_EXACT,CREATE,,календар косметолога,EXACT,ACTIVE,$0.20,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_PROFESSIONS_EXACT,CREATE,,запис клієнтів косметолог,EXACT,ACTIVE,$0.20,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_PROFESSIONS_EXACT,CREATE,,програма для косметолога,EXACT,ACTIVE,$0.20,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_PROFESSIONS_EXACT,CREATE,,додаток для масажиста,EXACT,ACTIVE,$0.20,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_PROFESSIONS_EXACT,CREATE,,календар масажиста,EXACT,ACTIVE,$0.20,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_PROFESSIONS_EXACT,CREATE,,запис клієнтів масажист,EXACT,ACTIVE,$0.20,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_PROFESSIONS_EXACT,CREATE,,програма для масажиста,EXACT,ACTIVE,$0.20,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_PROFESSIONS_EXACT,CREATE,,додаток для бровіста,EXACT,ACTIVE,$0.20,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_PROFESSIONS_EXACT,CREATE,,календар бровіста,EXACT,ACTIVE,$0.20,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_PROFESSIONS_EXACT,CREATE,,запис клієнтів бровіст,EXACT,ACTIVE,$0.20,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_PROFESSIONS_EXACT,CREATE,,додаток для лешмейкера,EXACT,ACTIVE,$0.20,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_PROFESSIONS_EXACT,CREATE,,календар лешмейкера,EXACT,ACTIVE,$0.20,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_PROFESSIONS_EXACT,CREATE,,запис клієнтів лешмейкер,EXACT,ACTIVE,$0.20,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_PROFESSIONS_EXACT,CREATE,,додаток для майстра депіляції,EXACT,ACTIVE,$0.20,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_PROFESSIONS_EXACT,CREATE,,запис клієнтів депіляція,EXACT,ACTIVE,$0.20,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_PROFESSIONS_EXACT,CREATE,,календар майстра депіляції,EXACT,ACTIVE,$0.20,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_PROFESSIONS_EXACT,CREATE,,додаток для салону манікюру,EXACT,ACTIVE,$0.20,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_PROFESSIONS_EXACT,CREATE,,додаток для салону краси,EXACT,ACTIVE,$0.20,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_PROFESSIONS_EXACT,CREATE,,календар салону краси,EXACT,ACTIVE,$0.20,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_PROFESSIONS_EXACT,CREATE,,програма для салону краси,EXACT,ACTIVE,$0.20,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,UA_PROFESSIONS_EXACT,CREATE,,запис клієнтів салон краси,EXACT,ACTIVE,$0.20,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,RU_CORE_EXACT,CREATE,,онлайн запись клиентов,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,RU_CORE_EXACT,CREATE,,приложение для записи клиентов,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,RU_CORE_EXACT,CREATE,,программа для записи клиентов,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,RU_CORE_EXACT,CREATE,,запись клиентов,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,RU_CORE_EXACT,CREATE,,календарь записи клиентов,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,RU_CORE_EXACT,CREATE,,календарь клиентов,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,RU_CORE_EXACT,CREATE,,расписание клиентов,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,RU_CORE_EXACT,CREATE,,календарь мастера,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,RU_CORE_EXACT,CREATE,,расписание мастера,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,RU_CORE_EXACT,CREATE,,запись для мастера,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,RU_CORE_EXACT,CREATE,,приложение для мастера,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,RU_CORE_EXACT,CREATE,,crm для мастера,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,RU_CORE_EXACT,CREATE,,crm салона красоты,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,RU_CORE_EXACT,CREATE,,программа для салона красоты,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,RU_CORE_EXACT,CREATE,,приложение для салона красоты,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,RU_CORE_EXACT,CREATE,,онлайн запись для салона,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,RU_CORE_EXACT,CREATE,,онлайн запись для салона красоты,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,RU_CORE_EXACT,CREATE,,учет клиентов салон,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,RU_CORE_EXACT,CREATE,,учет клиентов,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,RU_CORE_EXACT,CREATE,,база клиентов,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,RU_CORE_EXACT,CREATE,,база клиентов мастера,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,RU_CORE_EXACT,CREATE,,журнал записи клиентов,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,RU_CORE_EXACT,CREATE,,электронная запись клиентов,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,RU_CORE_EXACT,CREATE,,запись клиентов онлайн,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,RU_CORE_EXACT,CREATE,,управление записью клиентов,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,RU_CORE_EXACT,CREATE,,клиенты и записи,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,RU_CORE_EXACT,CREATE,,услуги и записи,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,RU_CORE_EXACT,CREATE,,расписание салона,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,RU_CORE_EXACT,CREATE,,календарь салона красоты,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,RU_CORE_EXACT,CREATE,,календарь для бизнеса,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,RU_CORE_EXACT,CREATE,,приложение для услуг,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,RU_CORE_EXACT,CREATE,,программа для услуг,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,RU_CORE_EXACT,CREATE,,запись на услуги для бизнеса,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,RU_CORE_EXACT,CREATE,,автоматизация салона,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_UA_SR_EXACT_W1,Ukraine,RU_CORE_EXACT,CREATE,,система записи клиентов,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
