Campaign Name,Country,Ad Group Name,Action,Keyword ID,Keyword,Match Type,Status,Bid,Campaign ID,Ad Group ID,Notes
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,RU_PROFESSIONS_EXACT,CREATE,,запись клиентов массажист,EXACT,ACTIVE,$0.18,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,RU_PROFESSIONS_EXACT,CREATE,,программа для массажиста,EXACT,ACTIVE,$0.18,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,RU_PROFESSIONS_EXACT,CREATE,,приложение для бровиста,EXACT,ACTIVE,$0.18,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,RU_PROFESSIONS_EXACT,CREATE,,календарь бровиста,EXACT,ACTIVE,$0.18,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,RU_PROFESSIONS_EXACT,CREATE,,запись клиентов бровист,EXACT,ACTIVE,$0.18,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,RU_PROFESSIONS_EXACT,CREATE,,приложение для лешмейкера,EXACT,ACTIVE,$0.18,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,RU_PROFESSIONS_EXACT,CREATE,,календарь лешмейкера,EXACT,ACTIVE,$0.18,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,RU_PROFESSIONS_EXACT,CREATE,,запись клиентов лешмейкер,EXACT,ACTIVE,$0.18,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,RU_PROFESSIONS_EXACT,CREATE,,приложение для мастера депиляции,EXACT,ACTIVE,$0.18,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,RU_PROFESSIONS_EXACT,CREATE,,запись клиентов депиляция,EXACT,ACTIVE,$0.18,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,RU_PROFESSIONS_EXACT,CREATE,,календарь мастера депиляции,EXACT,ACTIVE,$0.18,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,RU_PROFESSIONS_EXACT,CREATE,,приложение для салона маникюра,EXACT,ACTIVE,$0.18,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,RU_PROFESSIONS_EXACT,CREATE,,приложение для салона красоты,EXACT,ACTIVE,$0.18,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,RU_PROFESSIONS_EXACT,CREATE,,календарь салона красоты,EXACT,ACTIVE,$0.18,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,RU_PROFESSIONS_EXACT,CREATE,,программа для салона красоты,EXACT,ACTIVE,$0.18,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,RU_PROFESSIONS_EXACT,CREATE,,запись клиентов салон красоты,EXACT,ACTIVE,$0.18,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,BRAND_EXACT,CREATE,,timviz,EXACT,ACTIVE,$0.10,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,BRAND_EXACT,CREATE,,timviz master,EXACT,ACTIVE,$0.10,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,BRAND_EXACT,CREATE,,tim viz,EXACT,ACTIVE,$0.10,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,BRAND_EXACT,CREATE,,timvis,EXACT,ACTIVE,$0.10,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,BRAND_EXACT,CREATE,,tymviz,EXACT,ACTIVE,$0.10,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,BRAND_EXACT,CREATE,,тимвиз,EXACT,ACTIVE,$0.10,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,BRAND_EXACT,CREATE,,тімвіз,EXACT,ACTIVE,$0.10,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,BRAND_EXACT,CREATE,,тимвіз мастер,EXACT,ACTIVE,$0.10,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,BRAND_EXACT,CREATE,,timviz app,EXACT,ACTIVE,$0.10,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,BRAND_EXACT,CREATE,,timviz booking,EXACT,ACTIVE,$0.10,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_KZ_SR_EXACT_W1,Kazakhstan,BRAND_EXACT,CREATE,,timviz calendar,EXACT,ACTIVE,$0.10,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,aplikacja do umawiania wizyt,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,aplikacja do rezerwacji wizyt,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,program do umawiania wizyt,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,program do rezerwacji wizyt,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,system rezerwacji wizyt,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,system umawiania wizyt,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,kalendarz wizyt,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,kalendarz rezerwacji,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,kalendarz dla klientów,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,terminarz wizyt,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,harmonogram wizyt,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,grafik wizyt,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,rezerwacja klientów,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,zapisy klientów,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,aplikacja do zapisów klientów,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,program do zapisów klientów,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,zarządzanie wizytami,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,zarządzanie klientami,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,baza klientów,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,crm dla salonu,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,crm dla salonu kosmetycznego,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,program dla salonu kosmetycznego,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,aplikacja dla salonu kosmetycznego,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,system rezerwacji dla salonu,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,rezerwacje online dla salonu,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,kalendarz salonu,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,grafik salonu,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,terminarz salonu,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,usługi i wizyty,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,cennik i wizyty,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,system umawiania klientów,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,kalendarz pracy,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,aplikacja dla usług,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,program dla usług,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,automatyzacja salonu,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,system zapisów klientów,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,aplikacja do obsługi klientów,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,program do obsługi klientów,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,kalendarz dla biznesu,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_CORE_EXACT,CREATE,,rezerwacje klientów online,EXACT,ACTIVE,$0.30,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_PROFESSIONS_EXACT,CREATE,,aplikacja dla stylistki paznokci,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_PROFESSIONS_EXACT,CREATE,,kalendarz stylistki paznokci,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_PROFESSIONS_EXACT,CREATE,,zapisy klientek paznokcie,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_PROFESSIONS_EXACT,CREATE,,program dla stylistki paznokci,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_PROFESSIONS_EXACT,CREATE,,crm dla stylistki paznokci,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_PROFESSIONS_EXACT,CREATE,,aplikacja dla kosmetyczki,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_PROFESSIONS_EXACT,CREATE,,kalendarz kosmetyczki,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_PROFESSIONS_EXACT,CREATE,,zapisy klientów kosmetyczka,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_PROFESSIONS_EXACT,CREATE,,program dla kosmetyczki,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_PROFESSIONS_EXACT,CREATE,,aplikacja dla fryzjera,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_PROFESSIONS_EXACT,CREATE,,kalendarz fryzjera,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_PROFESSIONS_EXACT,CREATE,,zapisy klientów fryzjer,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_PROFESSIONS_EXACT,CREATE,,program dla fryzjera,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_PROFESSIONS_EXACT,CREATE,,aplikacja dla barbera,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_PROFESSIONS_EXACT,CREATE,,kalendarz barbera,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_PROFESSIONS_EXACT,CREATE,,zapisy klientów barber,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_PROFESSIONS_EXACT,CREATE,,program dla barbera,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_PROFESSIONS_EXACT,CREATE,,aplikacja dla masażysty,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_PROFESSIONS_EXACT,CREATE,,kalendarz masażysty,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_PROFESSIONS_EXACT,CREATE,,zapisy klientów masażysta,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_PROFESSIONS_EXACT,CREATE,,program dla masażysty,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_PROFESSIONS_EXACT,CREATE,,aplikacja dla salonu fryzjerskiego,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_PROFESSIONS_EXACT,CREATE,,aplikacja dla salonu urody,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_PROFESSIONS_EXACT,CREATE,,program dla salonu urody,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_PROFESSIONS_EXACT,CREATE,,aplikacja dla salonu piękności,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_PROFESSIONS_EXACT,CREATE,,program dla salonu piękności,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_PROFESSIONS_EXACT,CREATE,,aplikacja dla stylistki rzęs,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_PROFESSIONS_EXACT,CREATE,,kalendarz stylistki rzęs,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_PROFESSIONS_EXACT,CREATE,,zapisy klientek rzęsy,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_PROFESSIONS_EXACT,CREATE,,aplikacja dla makijażystki,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_PROFESSIONS_EXACT,CREATE,,kalendarz makijażystki,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_PROFESSIONS_EXACT,CREATE,,aplikacja dla depilacji,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_PROFESSIONS_EXACT,CREATE,,kalendarz depilacja,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,PL_PROFESSIONS_EXACT,CREATE,,zapisy klientów depilacja,EXACT,ACTIVE,$0.25,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,BRAND_EXACT,CREATE,,timviz,EXACT,ACTIVE,$0.12,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,BRAND_EXACT,CREATE,,timviz master,EXACT,ACTIVE,$0.12,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,BRAND_EXACT,CREATE,,tim viz,EXACT,ACTIVE,$0.12,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,BRAND_EXACT,CREATE,,timvis,EXACT,ACTIVE,$0.12,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,BRAND_EXACT,CREATE,,tymviz,EXACT,ACTIVE,$0.12,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,BRAND_EXACT,CREATE,,тимвиз,EXACT,ACTIVE,$0.12,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,BRAND_EXACT,CREATE,,тімвіз,EXACT,ACTIVE,$0.12,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,BRAND_EXACT,CREATE,,тимвіз мастер,EXACT,ACTIVE,$0.12,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,BRAND_EXACT,CREATE,,timviz app,EXACT,ACTIVE,$0.12,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,BRAND_EXACT,CREATE,,timviz booking,EXACT,ACTIVE,$0.12,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
TIVZ_PL_SR_EXACT_W1,Poland,BRAND_EXACT,CREATE,,timviz calendar,EXACT,ACTIVE,$0.12,,,Fill Campaign ID and Ad Group ID after manual Apple Ads campaign/ad group creation.
