Campaign Name,Country,Action,Negative Keyword ID,Negative Keyword,Match Type,Status,Campaign ID,Ad Group ID,Level,Negative Group,Notes
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,time tracking,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,timesheet,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,time clock,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,pomodoro,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,stopwatch,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,timer,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,todo,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,to do,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,to do list,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,notes,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,notion,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,google calendar,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,outlook calendar,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,calendar google,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,game,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,games,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,photo,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,video,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,dating,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,jobs,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,job,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,vacancy,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,course,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,training,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,template,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,excel,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,spreadsheet,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,free download,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,download free,EXACT,ACTIVE,,,CAMPAIGN,GLOBAL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,teamviewer,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,anydesk,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,zdalny pulpit,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,timer,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,stoper,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,pomodoro,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,śledzenie czasu,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,lista zadań,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,notatki,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,notion,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,google calendar,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,kalendarz google,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,gry,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,gra,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,zdjęcia,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,wideo,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,randki,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,praca,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,oferty pracy,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,kurs,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,kursy,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,szkolenie,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,szkolenia,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,szablon,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,excel,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,arkusz,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,pobierz za darmo,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,darmowe,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,salon blisko mnie,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,fryzjer blisko mnie,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,barber blisko mnie,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,manicure blisko mnie,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,kosmetyczka blisko mnie,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,masaż blisko mnie,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,umów wizytę u fryzjera,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,umów wizytę na manicure,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,umów wizytę u barbera,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,umów wizytę u kosmetyczki,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,cena manicure,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,cennik fryzjer,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,cennik salonu,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,adres salonu,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,opinie salon,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,najlepszy salon,EXACT,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_EXACT,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,fryzjer blisko mnie,BROAD,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_BROAD,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,barber blisko mnie,BROAD,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_BROAD,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,manicure blisko mnie,BROAD,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_BROAD,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,kosmetyczka blisko mnie,BROAD,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_BROAD,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,masaż blisko mnie,BROAD,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_BROAD,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,umów wizytę,BROAD,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_BROAD,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,cena manicure,BROAD,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_BROAD,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,cennik salonu,BROAD,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_BROAD,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,adres salonu,BROAD,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_BROAD,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
TIVZ_PL_SR_EXACT_W1,Poland,CREATE,,opinie salon,BROAD,ACTIVE,,,CAMPAIGN,PL_NEGATIVE_BROAD,Fill Campaign ID after manual Apple Ads campaign creation. Leave Ad Group ID blank for campaign-level negatives.
